fetched_at,rank,username,total_points
2026-04-24T06:49:36Z,20,AgentP_10928,53946429
2026-04-24T06:49:36Z,21,ArcticGalaxy189,52684492
2026-04-24T06:49:36Z,22,ArcticGalaxy199,52546707
2026-04-24T06:49:36Z,23,testbeeswS,52505771
2026-04-24T06:49:36Z,24,Agentp_3928,52070639
2026-04-24T06:49:36Z,25,TealPlatypus777,52048384
2026-04-24T06:49:36Z,26,ArcticGalaxy179,52028123
2026-04-24T06:49:36Z,27,WhereIsPerry20,52022549
2026-04-24T06:49:36Z,28,AgentP_1928,51706452
2026-04-24T06:49:36Z,29,AgentP_2928,51140399
2026-04-24T06:49:36Z,30,Josep_xD2,51022751
2026-04-24T06:49:36Z,31,MrChicken66666,47950668
2026-04-24T06:49:36Z,32,dragonballx1412,46679053
2026-04-24T06:49:36Z,33,AgentP_8928,46349056
2026-04-24T06:49:36Z,34,ArcticGalaxy209,44879817
2026-04-24T06:49:36Z,35,TealPlatypus757,44303236
2026-04-24T06:49:36Z,36,AgentP_4928,43706003
2026-04-24T06:49:36Z,37,ArcticGalaxy159,43279742
2026-04-24T06:49:36Z,38,TealPlatypus787,42917367
2026-04-24T06:49:36Z,39,TealPlatypus767,41944900
2026-04-24T06:49:36Z,40,Panthers_1995,37335025
2026-04-24T06:49:36Z,41,Pay2Lose0,34426690
2026-04-24T06:49:36Z,42,Pay2Lose02,33760145
2026-04-24T06:49:36Z,43,WhereIsPerry10,32299600
2026-04-24T06:49:36Z,44,Bader2007hero,30412302
2026-04-24T06:49:36Z,45,Sprintbooteralt,28812111
2026-04-24T06:49:36Z,46,EndOfAnEra007,28710822
2026-04-24T06:49:36Z,47,mybanana367,28371588
2026-04-24T06:49:36Z,48,Elsa1000_11,27196852
2026-04-24T06:49:36Z,49,Bol2is,26921000
2026-04-24T06:49:36Z,50,FORTINITEEEORLABUBAG,26277463
2026-04-24T06:49:36Z,51,Malmortius,24906815
2026-04-24T06:49:36Z,52,gbotgamer11,14525440
2026-04-24T06:49:36Z,53,Drator477,11960870
2026-04-24T06:49:36Z,54,MemeePlays,9705697
2026-04-24T06:49:36Z,55,Cinnamowopal,8243068
2026-04-24T06:49:36Z,56,sebastjan35,7287819
2026-04-24T06:49:36Z,57,viancia51911,7080009
2026-04-24T06:49:36Z,58,therealyojisopi1,6024000
2026-04-24T06:49:36Z,59,mybanana366,5893933
2026-04-24T06:49:36Z,60,joshuacd2006,5271806
2026-04-24T06:49:36Z,61,tycoonmasterou,4188825
2026-04-24T06:49:36Z,62,corrosion_alt2,3357800
2026-04-24T06:49:36Z,63,mybananafarm1,3228465
2026-04-24T06:49:36Z,64,Warmogs,2495100
2026-04-24T06:49:36Z,65,mybananafarm2,2317388
2026-04-24T06:49:36Z,66,SupaAnTz,2311686
2026-04-24T06:49:36Z,67,EpicRider6729,2145550
2026-04-24T06:49:36Z,68,LawnMp3,1626003
2026-04-24T06:49:36Z,69,ThisMiyo,0
2026-04-24T06:49:36Z,70,Darwinaknox,0
2026-04-24T06:49:36Z,71,Darwinaknox2,0
2026-04-24T06:49:36Z,72,McPay2WinFace,0
2026-04-24T06:49:36Z,73,TheMostMiyo,0
2026-04-24T06:44:36Z,1,Bol1is,92821157
2026-04-24T06:44:36Z,2,Yume_Sakurax3,78358401
2026-04-24T06:44:36Z,3,johnr622,73569869
2026-04-24T06:44:36Z,4,Sprintbooter,69565168
2026-04-24T06:44:36Z,5,jupiter0477,63157184
2026-04-24T06:44:36Z,6,WhereIsPerry0,62068559
2026-04-24T06:44:36Z,7,TealPlatypus747,61352252
2026-04-24T06:44:36Z,8,ArcticGalaxy14,59747930
2026-04-24T06:44:36Z,9,Doobydoobydoo_bah,59574923
2026-04-24T06:44:36Z,10,DiscoGuy86,58154376
2026-04-24T06:44:36Z,11,PossiblyLlama,57430006
2026-04-24T06:44:36Z,12,Ilikecheesepuffs26,56755582
2026-04-24T06:44:36Z,13,ArcticGalaxy149,56123982
2026-04-24T06:44:36Z,14,PartyCorgi_70,56119819
2026-04-24T06:44:36Z,15,Mr_Suter,56109706
2026-04-24T06:44:36Z,16,Odierulz01,55195310
2026-04-24T06:44:36Z,17,Panthers_1996,54857598
2026-04-24T06:44:36Z,18,EyeRockett,54613144
2026-04-24T06:44:36Z,19,ArcticGalaxy219,54089020
2026-04-24T06:44:36Z,20,AgentP_10928,53906779
2026-04-24T06:44:36Z,21,ArcticGalaxy189,52648817
2026-04-24T06:44:36Z,22,ArcticGalaxy199,52511682
2026-04-24T06:44:36Z,23,testbeeswS,52478996
2026-04-24T06:44:36Z,24,Agentp_3928,52027339
2026-04-24T06:44:36Z,25,TealPlatypus777,52006859
2026-04-24T06:44:36Z,26,ArcticGalaxy179,51982598
2026-04-24T06:44:36Z,27,WhereIsPerry20,51979149
2026-04-24T06:44:36Z,28,AgentP_1928,51641277
2026-04-24T06:44:36Z,29,AgentP_2928,51094149
2026-04-24T06:44:36Z,30,Josep_xD2,50968551
2026-04-24T06:44:36Z,31,MrChicken66666,47890268
2026-04-24T06:44:36Z,32,dragonballx1412,46679053
2026-04-24T06:44:36Z,33,AgentP_8928,46308181
2026-04-24T06:44:36Z,34,ArcticGalaxy209,44841717
2026-04-24T06:44:36Z,35,TealPlatypus757,44275286
2026-04-24T06:44:36Z,36,AgentP_4928,43669478
2026-04-24T06:44:36Z,37,ArcticGalaxy159,43240917
2026-04-24T06:44:36Z,38,TealPlatypus787,42886867
2026-04-24T06:44:36Z,39,TealPlatypus767,41908050
2026-04-24T06:44:36Z,40,Panthers_1995,37294325
2026-04-24T06:44:36Z,41,Pay2Lose0,34403740
2026-04-24T06:44:36Z,42,Pay2Lose02,33734720
2026-04-24T06:44:36Z,43,WhereIsPerry10,32255875
2026-04-24T06:44:36Z,44,Bader2007hero,30371702
2026-04-24T06:44:36Z,45,Sprintbooteralt,28770436
2026-04-24T06:44:36Z,46,EndOfAnEra007,28687497
2026-04-24T06:44:36Z,47,mybanana367,28343613
2026-04-24T06:44:36Z,48,Elsa1000_11,27170002
2026-04-24T06:44:36Z,49,Bol2is,26878875
2026-04-24T06:44:36Z,50,FORTINITEEEORLABUBAG,26277463
2026-04-24T06:44:36Z,51,Malmortius,24882815
2026-04-24T06:44:36Z,52,gbotgamer11,14525440
2026-04-24T06:44:36Z,53,Drator477,11928170
2026-04-24T06:44:36Z,54,MemeePlays,9674847
2026-04-24T06:44:36Z,55,Cinnamowopal,8216943
2026-04-24T06:44:36Z,56,sebastjan35,7287819
2026-04-24T06:44:36Z,57,viancia51911,7080009
2026-04-24T06:44:36Z,58,therealyojisopi1,5990675
2026-04-24T06:44:36Z,59,mybanana366,5893933
2026-04-24T06:44:36Z,60,joshuacd2006,5251056
2026-04-24T06:44:36Z,61,tycoonmasterou,4161425
2026-04-24T06:44:36Z,62,corrosion_alt2,3357800
2026-04-24T06:44:36Z,63,mybananafarm1,3228465
2026-04-24T06:44:36Z,64,Warmogs,2495100
2026-04-24T06:44:36Z,65,mybananafarm2,2317388
2026-04-24T06:44:36Z,66,SupaAnTz,2286342
2026-04-24T06:44:36Z,67,EpicRider6729,2145550
2026-04-24T06:44:36Z,68,LawnMp3,1615503
2026-04-24T06:44:36Z,69,ThisMiyo,0
2026-04-24T06:44:36Z,70,Darwinaknox,0
2026-04-24T06:44:36Z,71,Darwinaknox2,0
2026-04-24T06:44:36Z,72,McPay2WinFace,0
2026-04-24T06:44:36Z,73,TheMostMiyo,0
2026-04-24T06:39:36Z,1,Bol1is,92747207
2026-04-24T06:39:36Z,2,Yume_Sakurax3,78302876
2026-04-24T06:39:36Z,3,johnr622,73488644
2026-04-24T06:39:36Z,4,Sprintbooter,69503093
2026-04-24T06:39:36Z,5,jupiter0477,63157184
2026-04-24T06:39:36Z,6,WhereIsPerry0,62001809
2026-04-24T06:39:36Z,7,TealPlatypus747,61289027
2026-04-24T06:39:36Z,8,ArcticGalaxy14,59688455
2026-04-24T06:39:36Z,9,Doobydoobydoo_bah,59513898
2026-04-24T06:39:36Z,10,DiscoGuy86,58077926
2026-04-24T06:39:36Z,11,PossiblyLlama,57325481
2026-04-24T06:39:36Z,12,Ilikecheesepuffs26,56702582
2026-04-24T06:39:36Z,13,ArcticGalaxy149,56069257
2026-04-24T06:39:36Z,14,PartyCorgi_70,56066469
2026-04-24T06:39:36Z,15,Mr_Suter,56048756
2026-04-24T06:39:36Z,16,Odierulz01,55127885
2026-04-24T06:39:36Z,17,Panthers_1996,54803398
2026-04-24T06:39:36Z,18,EyeRockett,54527094
2026-04-24T06:39:36Z,19,ArcticGalaxy219,54023170
2026-04-24T06:39:36Z,20,AgentP_10928,53852229
2026-04-24T06:39:36Z,21,ArcticGalaxy189,52585542
2026-04-24T06:39:36Z,22,ArcticGalaxy199,52448457
2026-04-24T06:39:36Z,23,testbeeswS,52435121
2026-04-24T06:39:36Z,24,Agentp_3928,51978589
2026-04-24T06:39:36Z,25,TealPlatypus777,51949484
2026-04-24T06:39:36Z,26,WhereIsPerry20,51928874
2026-04-24T06:39:36Z,27,ArcticGalaxy179,51927373
2026-04-24T06:39:36Z,28,AgentP_1928,51587552
2026-04-24T06:39:36Z,29,AgentP_2928,51041599
2026-04-24T06:39:36Z,30,Josep_xD2,50920276
2026-04-24T06:39:36Z,31,MrChicken66666,47825593
2026-04-24T06:39:36Z,32,dragonballx1412,46679053
2026-04-24T06:39:36Z,33,AgentP_8928,46259531
2026-04-24T06:39:36Z,34,ArcticGalaxy209,44789567
2026-04-24T06:39:36Z,35,TealPlatypus757,44233111
2026-04-24T06:39:36Z,36,AgentP_4928,43620528
2026-04-24T06:39:36Z,37,ArcticGalaxy159,43192467
2026-04-24T06:39:36Z,38,TealPlatypus787,42843892
2026-04-24T06:39:36Z,39,TealPlatypus767,41868500
2026-04-24T06:39:36Z,40,Panthers_1995,37225825
2026-04-24T06:39:36Z,41,Pay2Lose0,34379015
2026-04-24T06:39:36Z,42,Pay2Lose02,33710445
2026-04-24T06:39:36Z,43,WhereIsPerry10,32205550
2026-04-24T06:39:36Z,44,Bader2007hero,30324677
2026-04-24T06:39:36Z,45,Sprintbooteralt,28722686
2026-04-24T06:39:36Z,46,EndOfAnEra007,28656947
2026-04-24T06:39:36Z,47,mybanana367,28314138
2026-04-24T06:39:36Z,48,Elsa1000_11,27131052
2026-04-24T06:39:36Z,49,Bol2is,26817900
2026-04-24T06:39:36Z,50,FORTINITEEEORLABUBAG,26277463
2026-04-24T06:39:36Z,51,Malmortius,24843865
2026-04-24T06:39:36Z,52,gbotgamer11,14525440
2026-04-24T06:39:36Z,53,Drator477,11887545
2026-04-24T06:39:36Z,54,MemeePlays,9620747
2026-04-24T06:39:36Z,55,Cinnamowopal,8172668
2026-04-24T06:39:36Z,56,sebastjan35,7287819
2026-04-24T06:39:36Z,57,viancia51911,7080009
2026-04-24T06:39:36Z,58,therealyojisopi1,5964250
2026-04-24T06:39:36Z,59,mybanana366,5893933
2026-04-24T06:39:36Z,60,joshuacd2006,5231106
2026-04-24T06:39:36Z,61,tycoonmasterou,4131700
2026-04-24T06:39:36Z,62,corrosion_alt2,3357800
2026-04-24T06:39:36Z,63,mybananafarm1,3228465
2026-04-24T06:39:36Z,64,Warmogs,2495100
2026-04-24T06:39:36Z,65,mybananafarm2,2317388
2026-04-24T06:39:36Z,66,SupaAnTz,2259558
2026-04-24T06:39:36Z,67,EpicRider6729,2145550
2026-04-24T06:39:36Z,68,LawnMp3,1600953
2026-04-24T06:39:36Z,69,ThisMiyo,0
2026-04-24T06:39:36Z,70,Darwinaknox,0
2026-04-24T06:39:36Z,71,Darwinaknox2,0
2026-04-24T06:39:36Z,72,McPay2WinFace,0
2026-04-24T06:39:36Z,73,TheMostMiyo,0
2026-04-24T06:34:36Z,1,Bol1is,92694407
2026-04-24T06:34:36Z,2,Yume_Sakurax3,78266401
2026-04-24T06:34:36Z,3,johnr622,73433894
2026-04-24T06:34:36Z,4,Sprintbooter,69459243
2026-04-24T06:34:36Z,5,jupiter0477,63157184
2026-04-24T06:34:36Z,6,WhereIsPerry0,61939909
2026-04-24T06:34:36Z,7,TealPlatypus747,61240902
2026-04-24T06:34:36Z,8,ArcticGalaxy14,59637555
2026-04-24T06:34:36Z,9,Doobydoobydoo_bah,59478973
2026-04-24T06:34:36Z,10,DiscoGuy86,58042951
2026-04-24T06:34:36Z,11,PossiblyLlama,57260931
2026-04-24T06:34:36Z,12,Ilikecheesepuffs26,56662782
2026-04-24T06:34:36Z,13,PartyCorgi_70,56030694
2026-04-24T06:34:36Z,14,ArcticGalaxy149,56027582
2026-04-24T06:34:36Z,15,Mr_Suter,55994731
2026-04-24T06:34:36Z,16,Odierulz01,55078685
2026-04-24T06:34:36Z,17,Panthers_1996,54764998
2026-04-24T06:34:36Z,18,EyeRockett,54477294
2026-04-24T06:34:36Z,19,ArcticGalaxy219,53984120
2026-04-24T06:34:36Z,20,AgentP_10928,53814479
2026-04-24T06:34:36Z,21,ArcticGalaxy189,52538942
2026-04-24T06:34:36Z,22,testbeeswS,52414221
2026-04-24T06:34:36Z,23,ArcticGalaxy199,52406132
2026-04-24T06:34:36Z,24,Agentp_3928,51938014
2026-04-24T06:34:36Z,25,TealPlatypus777,51913484
2026-04-24T06:34:36Z,26,WhereIsPerry20,51883349
2026-04-24T06:34:36Z,27,ArcticGalaxy179,51882173
2026-04-24T06:34:36Z,28,AgentP_1928,51539327
2026-04-24T06:34:36Z,29,AgentP_2928,50991999
2026-04-24T06:34:36Z,30,Josep_xD2,50868026
2026-04-24T06:34:36Z,31,MrChicken66666,47777243
2026-04-24T06:34:36Z,32,dragonballx1412,46679053
2026-04-24T06:34:36Z,33,AgentP_8928,46220331
2026-04-24T06:34:36Z,34,ArcticGalaxy209,44759442
2026-04-24T06:34:36Z,35,TealPlatypus757,44203386
2026-04-24T06:34:36Z,36,AgentP_4928,43592403
2026-04-24T06:34:36Z,37,ArcticGalaxy159,43161442
2026-04-24T06:34:36Z,38,TealPlatypus787,42816967
2026-04-24T06:34:36Z,39,TealPlatypus767,41840225
2026-04-24T06:34:36Z,40,Panthers_1995,37187225
2026-04-24T06:34:36Z,41,Pay2Lose0,34334690
2026-04-24T06:34:36Z,42,Pay2Lose02,33689120
2026-04-24T06:34:36Z,43,WhereIsPerry10,32151150
2026-04-24T06:34:36Z,44,Bader2007hero,30288152
2026-04-24T06:34:36Z,45,Sprintbooteralt,28681436
2026-04-24T06:34:36Z,46,EndOfAnEra007,28635822
2026-04-24T06:34:36Z,47,mybanana367,28290288
2026-04-24T06:34:36Z,48,Elsa1000_11,27096077
2026-04-24T06:34:36Z,49,Bol2is,26773475
2026-04-24T06:34:36Z,50,FORTINITEEEORLABUBAG,26277463
2026-04-24T06:34:36Z,51,Malmortius,24826990
2026-04-24T06:34:36Z,52,gbotgamer11,14525440
2026-04-24T06:34:36Z,53,Drator477,11847095
2026-04-24T06:34:36Z,54,MemeePlays,9585172
2026-04-24T06:34:36Z,55,Cinnamowopal,8154618
2026-04-24T06:34:36Z,56,sebastjan35,7287819
2026-04-24T06:34:36Z,57,viancia51911,7080009
2026-04-24T06:34:36Z,58,therealyojisopi1,5946675
2026-04-24T06:34:36Z,59,mybanana366,5893933
2026-04-24T06:34:36Z,60,joshuacd2006,5205681
2026-04-24T06:34:36Z,61,tycoonmasterou,4108525
2026-04-24T06:34:36Z,62,corrosion_alt2,3357800
2026-04-24T06:34:36Z,63,mybananafarm1,3228465
2026-04-24T06:34:36Z,64,Warmogs,2495100
2026-04-24T06:34:36Z,65,mybananafarm2,2317388
2026-04-24T06:34:36Z,66,SupaAnTz,2234502
2026-04-24T06:34:36Z,67,EpicRider6729,2145550
2026-04-24T06:34:36Z,68,LawnMp3,1591978
2026-04-24T06:34:36Z,69,ThisMiyo,0
2026-04-24T06:34:36Z,70,Darwinaknox,0
2026-04-24T06:34:36Z,71,Darwinaknox2,0
2026-04-24T06:34:36Z,72,McPay2WinFace,0
2026-04-24T06:34:36Z,73,TheMostMiyo,0
2026-04-24T06:29:36Z,1,Bol1is,92623407
2026-04-24T06:29:36Z,2,Yume_Sakurax3,78204551
2026-04-24T06:29:36Z,3,johnr622,73361944
2026-04-24T06:29:36Z,4,Sprintbooter,69414793
2026-04-24T06:29:36Z,5,jupiter0477,63157184
2026-04-24T06:29:36Z,6,WhereIsPerry0,61886759
2026-04-24T06:29:36Z,7,TealPlatypus747,61192802
2026-04-24T06:29:36Z,8,ArcticGalaxy14,59580430
2026-04-24T06:29:36Z,9,Doobydoobydoo_bah,59410773
2026-04-24T06:29:36Z,10,DiscoGuy86,57990476
2026-04-24T06:29:36Z,11,PossiblyLlama,57162481
2026-04-24T06:29:36Z,12,Ilikecheesepuffs26,56615007
2026-04-24T06:29:36Z,13,PartyCorgi_70,55983369
2026-04-24T06:29:36Z,14,ArcticGalaxy149,55955557
2026-04-24T06:29:36Z,15,Mr_Suter,55933956
2026-04-24T06:29:36Z,16,Odierulz01,55040610
2026-04-24T06:29:36Z,17,Panthers_1996,54714948
2026-04-24T06:29:36Z,18,EyeRockett,54419769
2026-04-24T06:29:36Z,19,ArcticGalaxy219,53931345
2026-04-24T06:29:36Z,20,AgentP_10928,53765279
2026-04-24T06:29:36Z,21,ArcticGalaxy189,52494592
2026-04-24T06:29:36Z,22,testbeeswS,52379296
2026-04-24T06:29:36Z,23,ArcticGalaxy199,52350907
2026-04-24T06:29:36Z,24,Agentp_3928,51891589
2026-04-24T06:29:36Z,25,TealPlatypus777,51861284
2026-04-24T06:29:36Z,26,WhereIsPerry20,51842649
2026-04-24T06:29:36Z,27,ArcticGalaxy179,51829673
2026-04-24T06:29:36Z,28,AgentP_1928,51482677
2026-04-24T06:29:36Z,29,AgentP_2928,50937574
2026-04-24T06:29:36Z,30,Josep_xD2,50811401
2026-04-24T06:29:36Z,31,MrChicken66666,47708168
2026-04-24T06:29:36Z,32,dragonballx1412,46679053
2026-04-24T06:29:36Z,33,AgentP_8928,46176681
2026-04-24T06:29:36Z,34,ArcticGalaxy209,44723667
2026-04-24T06:29:36Z,35,TealPlatypus757,44174336
2026-04-24T06:29:36Z,36,AgentP_4928,43546978
2026-04-24T06:29:36Z,37,ArcticGalaxy159,43130667
2026-04-24T06:29:36Z,38,TealPlatypus787,42785042
2026-04-24T06:29:36Z,39,TealPlatypus767,41802100
2026-04-24T06:29:36Z,40,Panthers_1995,37132450
2026-04-24T06:29:36Z,41,Pay2Lose0,34306265
2026-04-24T06:29:36Z,42,Pay2Lose02,33655095
2026-04-24T06:29:36Z,43,WhereIsPerry10,32088350
2026-04-24T06:29:36Z,44,Bader2007hero,30251127
2026-04-24T06:29:36Z,45,Sprintbooteralt,28641461
2026-04-24T06:29:36Z,46,EndOfAnEra007,28600522
2026-04-24T06:29:36Z,47,mybanana367,28259388
2026-04-24T06:29:36Z,48,Elsa1000_11,27065152
2026-04-24T06:29:36Z,49,Bol2is,26725975
2026-04-24T06:29:36Z,50,FORTINITEEEORLABUBAG,26277463
2026-04-24T06:29:36Z,51,Malmortius,24795740
2026-04-24T06:29:36Z,52,gbotgamer11,14525440
2026-04-24T06:29:36Z,53,Drator477,11808645
2026-04-24T06:29:36Z,54,MemeePlays,9546172
2026-04-24T06:29:36Z,55,Cinnamowopal,8128693
2026-04-24T06:29:36Z,56,sebastjan35,7287819
2026-04-24T06:29:36Z,57,viancia51911,7080009
2026-04-24T06:29:36Z,58,therealyojisopi1,5920300
2026-04-24T06:29:36Z,59,mybanana366,5893933
2026-04-24T06:29:36Z,60,joshuacd2006,5180856
2026-04-24T06:29:36Z,61,tycoonmasterou,4078700
2026-04-24T06:29:36Z,62,corrosion_alt2,3357800
2026-04-24T06:29:36Z,63,mybananafarm1,3228465
2026-04-24T06:29:36Z,64,Warmogs,2495100
2026-04-24T06:29:36Z,65,mybananafarm2,2317388
2026-04-24T06:29:36Z,66,SupaAnTz,2209158
2026-04-24T06:29:36Z,67,EpicRider6729,2145550
2026-04-24T06:29:36Z,68,LawnMp3,1580428
2026-04-24T06:29:36Z,69,ThisMiyo,0
2026-04-24T06:29:36Z,70,Darwinaknox,0
2026-04-24T06:29:36Z,71,Darwinaknox2,0
2026-04-24T06:29:36Z,72,McPay2WinFace,0
2026-04-24T06:29:36Z,73,TheMostMiyo,0
2026-04-24T06:24:36Z,1,Bol1is,92558857
2026-04-24T06:24:36Z,2,Yume_Sakurax3,78138276
2026-04-24T06:24:36Z,3,johnr622,73288694
2026-04-24T06:24:36Z,4,Sprintbooter,69369593
2026-04-24T06:24:36Z,5,jupiter0477,63157184
2026-04-24T06:24:36Z,6,WhereIsPerry0,61834559
2026-04-24T06:24:36Z,7,TealPlatypus747,61135427
2026-04-24T06:24:36Z,8,ArcticGalaxy14,59520830
2026-04-24T06:24:36Z,9,Doobydoobydoo_bah,59352523
2026-04-24T06:24:36Z,10,DiscoGuy86,57938926
2026-04-24T06:24:36Z,11,PossiblyLlama,57072056
2026-04-24T06:24:36Z,12,Ilikecheesepuffs26,56559082
2026-04-24T06:24:36Z,13,PartyCorgi_70,55933569
2026-04-24T06:24:36Z,14,ArcticGalaxy149,55895407
2026-04-24T06:24:36Z,15,Mr_Suter,55869956
2026-04-24T06:24:36Z,16,Odierulz01,54992485
2026-04-24T06:24:36Z,17,Panthers_1996,54674298
2026-04-24T06:24:36Z,18,EyeRockett,54342619
2026-04-24T06:24:36Z,19,ArcticGalaxy219,53879920
2026-04-24T06:24:36Z,20,AgentP_10928,53717879
2026-04-24T06:24:36Z,21,ArcticGalaxy189,52440742
2026-04-24T06:24:36Z,22,testbeeswS,52326046
2026-04-24T06:24:36Z,23,ArcticGalaxy199,52302307
2026-04-24T06:24:36Z,24,Agentp_3928,51850064
2026-04-24T06:24:36Z,25,TealPlatypus777,51807559
2026-04-24T06:24:36Z,26,ArcticGalaxy179,51790123
2026-04-24T06:24:36Z,27,WhereIsPerry20,51789874
2026-04-24T06:24:36Z,28,AgentP_1928,51437752
2026-04-24T06:24:36Z,29,AgentP_2928,50895399
2026-04-24T06:24:36Z,30,Josep_xD2,50768776
2026-04-24T06:24:36Z,31,MrChicken66666,47656193
2026-04-24T06:24:36Z,32,dragonballx1412,46679053
2026-04-24T06:24:36Z,33,AgentP_8928,46128581
2026-04-24T06:24:36Z,34,ArcticGalaxy209,44672867
2026-04-24T06:24:36Z,35,TealPlatypus757,44138311
2026-04-24T06:24:36Z,36,AgentP_4928,43506228
2026-04-24T06:24:36Z,37,ArcticGalaxy159,43098617
2026-04-24T06:24:36Z,38,TealPlatypus787,42748217
2026-04-24T06:24:36Z,39,TealPlatypus767,41762850
2026-04-24T06:24:36Z,40,Panthers_1995,37091350
2026-04-24T06:24:36Z,41,Pay2Lose0,34281565
2026-04-24T06:24:36Z,42,Pay2Lose02,33632320
2026-04-24T06:24:36Z,43,WhereIsPerry10,32049525
2026-04-24T06:24:36Z,44,Bader2007hero,30208077
2026-04-24T06:24:36Z,45,Sprintbooteralt,28572586
2026-04-24T06:24:36Z,46,EndOfAnEra007,28564272
2026-04-24T06:24:36Z,47,mybanana367,28223388
2026-04-24T06:24:36Z,48,Elsa1000_11,27025702
2026-04-24T06:24:36Z,49,Bol2is,26675600
2026-04-24T06:24:36Z,50,FORTINITEEEORLABUBAG,26277463
2026-04-24T06:24:36Z,51,Malmortius,24756540
2026-04-24T06:24:36Z,52,gbotgamer11,14525440
2026-04-24T06:24:36Z,53,Drator477,11769495
2026-04-24T06:24:36Z,54,MemeePlays,9507547
2026-04-24T06:24:36Z,55,Cinnamowopal,8090443
2026-04-24T06:24:36Z,56,sebastjan35,7287819
2026-04-24T06:24:36Z,57,viancia51911,7080009
2026-04-24T06:24:36Z,58,mybanana366,5893933
2026-04-24T06:24:36Z,59,therealyojisopi1,5884900
2026-04-24T06:24:36Z,60,joshuacd2006,5161356
2026-04-24T06:24:36Z,61,tycoonmasterou,4052375
2026-04-24T06:24:36Z,62,corrosion_alt2,3357800
2026-04-24T06:24:36Z,63,mybananafarm1,3228465
2026-04-24T06:24:36Z,64,Warmogs,2495100
2026-04-24T06:24:36Z,65,mybananafarm2,2317388
2026-04-24T06:24:36Z,66,SupaAnTz,2186982
2026-04-24T06:24:36Z,67,EpicRider6729,2145550
2026-04-24T06:24:36Z,68,LawnMp3,1566103
2026-04-24T06:24:36Z,69,ThisMiyo,0
2026-04-24T06:24:36Z,70,Darwinaknox,0
2026-04-24T06:24:36Z,71,Darwinaknox2,0
2026-04-24T06:24:36Z,72,McPay2WinFace,0
2026-04-24T06:24:36Z,73,TheMostMiyo,0
2026-04-24T06:19:36Z,1,Bol1is,92490307
2026-04-24T06:19:36Z,2,Yume_Sakurax3,78083401
2026-04-24T06:19:36Z,3,johnr622,73209369
2026-04-24T06:19:36Z,4,Sprintbooter,69323168
2026-04-24T06:19:36Z,5,jupiter0477,63157184
2026-04-24T06:19:36Z,6,WhereIsPerry0,61771909
2026-04-24T06:19:36Z,7,TealPlatypus747,61073877
2026-04-24T06:19:36Z,8,ArcticGalaxy14,59452005
2026-04-24T06:19:36Z,9,Doobydoobydoo_bah,59291973
2026-04-24T06:19:36Z,10,DiscoGuy86,57894551
2026-04-24T06:19:36Z,11,PossiblyLlama,56944856
2026-04-24T06:19:36Z,12,Ilikecheesepuffs26,56511357
2026-04-24T06:19:36Z,13,PartyCorgi_70,55879494
2026-04-24T06:19:36Z,14,ArcticGalaxy149,55837307
2026-04-24T06:19:36Z,15,Mr_Suter,55799956
2026-04-24T06:19:36Z,16,Odierulz01,54930910
2026-04-24T06:19:36Z,17,Panthers_1996,54625748
2026-04-24T06:19:36Z,18,EyeRockett,54273844
2026-04-24T06:19:36Z,19,ArcticGalaxy219,53828670
2026-04-24T06:19:36Z,20,AgentP_10928,53665254
2026-04-24T06:19:36Z,21,ArcticGalaxy189,52387267
2026-04-24T06:19:36Z,22,testbeeswS,52289871
2026-04-24T06:19:36Z,23,ArcticGalaxy199,52236082
2026-04-24T06:19:36Z,24,Agentp_3928,51799064
2026-04-24T06:19:36Z,25,TealPlatypus777,51753209
2026-04-24T06:19:36Z,26,WhereIsPerry20,51747249
2026-04-24T06:19:36Z,27,ArcticGalaxy179,51736773
2026-04-24T06:19:36Z,28,AgentP_1928,51386527
2026-04-24T06:19:36Z,29,AgentP_2928,50839399
2026-04-24T06:19:36Z,30,Josep_xD2,50706976
2026-04-24T06:19:36Z,31,MrChicken66666,47578068
2026-04-24T06:19:36Z,32,dragonballx1412,46679053
2026-04-24T06:19:36Z,33,AgentP_8928,46071781
2026-04-24T06:19:36Z,34,ArcticGalaxy209,44636017
2026-04-24T06:19:36Z,35,TealPlatypus757,44103911
2026-04-24T06:19:36Z,36,AgentP_4928,43463953
2026-04-24T06:19:36Z,37,ArcticGalaxy159,43048267
2026-04-24T06:19:36Z,38,TealPlatypus787,42708317
2026-04-24T06:19:36Z,39,TealPlatypus767,41720500
2026-04-24T06:19:36Z,40,Panthers_1995,37033425
2026-04-24T06:19:36Z,41,Pay2Lose0,34255690
2026-04-24T06:19:36Z,42,Pay2Lose02,33603620
2026-04-24T06:19:36Z,43,WhereIsPerry10,32000750
2026-04-24T06:19:36Z,44,Bader2007hero,30172827
2026-04-24T06:19:36Z,45,EndOfAnEra007,28534272
2026-04-24T06:19:36Z,46,Sprintbooteralt,28520961
2026-04-24T06:19:36Z,47,mybanana367,28183538
2026-04-24T06:19:36Z,48,Elsa1000_11,26997977
2026-04-24T06:19:36Z,49,Bol2is,26619225
2026-04-24T06:19:36Z,50,FORTINITEEEORLABUBAG,26277463
2026-04-24T06:19:36Z,51,Malmortius,24722840
2026-04-24T06:19:36Z,52,gbotgamer11,14525440
2026-04-24T06:19:36Z,53,Drator477,11733095
2026-04-24T06:19:36Z,54,MemeePlays,9466097
