fetched_at,rank,username,total_points
2026-04-23T16:44:38Z,13,Ilikecheesepuffs26,48661932
2026-04-23T16:44:38Z,14,PartyCorgi_70,47469794
2026-04-23T16:44:38Z,15,testbeeswS,47345071
2026-04-23T16:44:38Z,16,ArcticGalaxy149,47105582
2026-04-23T16:44:38Z,17,Odierulz01,47067560
2026-04-23T16:44:38Z,18,Panthers_1996,46584273
2026-04-23T16:44:38Z,19,ArcticGalaxy219,45867770
2026-04-23T16:44:38Z,20,AgentP_10928,45491704
2026-04-23T16:44:38Z,21,WhereIsPerry20,44426824
2026-04-23T16:44:38Z,22,ArcticGalaxy189,44417742
2026-04-23T16:44:38Z,23,ArcticGalaxy199,44321432
2026-04-23T16:44:38Z,24,Agentp_3928,43848589
2026-04-23T16:44:38Z,25,TealPlatypus777,43724809
2026-04-23T16:44:38Z,26,ArcticGalaxy179,43715748
2026-04-23T16:44:38Z,27,AgentP_1928,43530627
2026-04-23T16:44:38Z,28,EyeRockett,42863519
2026-04-23T16:44:38Z,29,dragonballx1412,42745728
2026-04-23T16:44:38Z,30,AgentP_2928,42595449
2026-04-23T16:44:38Z,31,Josep_xD2,42064026
2026-04-23T16:44:38Z,32,MrChicken66666,40705132
2026-04-23T16:44:38Z,33,ArcticGalaxy209,39116417
2026-04-23T16:44:38Z,34,AgentP_8928,38172781
2026-04-23T16:44:38Z,35,TealPlatypus757,38040761
2026-04-23T16:44:38Z,36,AgentP_4928,37739453
2026-04-23T16:44:38Z,37,TealPlatypus787,37288317
2026-04-23T16:44:38Z,38,ArcticGalaxy159,36970592
2026-04-23T16:44:38Z,39,TealPlatypus767,36216925
2026-04-23T16:44:38Z,40,Panthers_1995,28584550
2026-04-23T16:44:38Z,41,Pay2Lose0,28372140
2026-04-23T16:44:38Z,42,Pay2Lose02,27740820
2026-04-23T16:44:38Z,43,Bader2007hero,24511152
2026-04-23T16:44:38Z,44,EndOfAnEra007,24241072
2026-04-23T16:44:38Z,45,WhereIsPerry10,23951700
2026-04-23T16:44:38Z,46,FORTINITEEEORLABUBAG,23397863
2026-04-23T16:44:38Z,47,mybanana367,23223388
2026-04-23T16:44:38Z,48,Elsa1000_11,21967077
2026-04-23T16:44:38Z,49,Malmortius,21168440
2026-04-23T16:44:38Z,50,Sprintbooteralt,19962304
2026-04-23T16:44:38Z,51,Bol2is,18032750
2026-04-23T16:44:38Z,52,gbotgamer11,14525440
2026-04-23T16:44:38Z,53,Drator477,8512045
2026-04-23T16:44:38Z,54,viancia51911,7080009
2026-04-23T16:44:38Z,55,sebastjan35,6727369
2026-04-23T16:44:38Z,56,mybanana366,5893933
2026-04-23T16:44:38Z,57,Cinnamowopal,4516943
2026-04-23T16:44:38Z,58,corrosion_alt2,3357800
2026-04-23T16:44:38Z,59,mybananafarm1,3228465
2026-04-23T16:44:38Z,60,Warmogs,2495100
2026-04-23T16:44:38Z,61,mybananafarm2,2317388
2026-04-23T16:44:38Z,62,MemeePlays,2227847
2026-04-23T16:44:38Z,63,EpicRider6729,2145550
2026-04-23T16:44:38Z,64,joshuacd2006,1733981
2026-04-23T16:44:38Z,65,therealyojisopi1,1702025
2026-04-23T16:44:38Z,66,SupaAnTz,212583
2026-04-23T16:44:38Z,67,LawnMp3,30
2026-04-23T16:44:38Z,68,ThisMiyo,0
2026-04-23T16:44:38Z,69,Darwinaknox,0
2026-04-23T16:44:38Z,70,Darwinaknox2,0
2026-04-23T16:44:38Z,71,McPay2WinFace,0
2026-04-23T16:44:38Z,72,TheMostMiyo,0
2026-04-23T16:39:38Z,1,Bol1is,80504632
2026-04-23T16:39:38Z,2,Yume_Sakurax3,67414101
2026-04-23T16:39:38Z,3,johnr622,65695719
2026-04-23T16:39:38Z,4,Sprintbooter,60264918
2026-04-23T16:39:38Z,5,jupiter0477,54978723
2026-04-23T16:39:38Z,6,WhereIsPerry0,52798509
2026-04-23T16:39:38Z,7,TealPlatypus747,52305427
2026-04-23T16:39:38Z,8,Doobydoobydoo_bah,50457073
2026-04-23T16:39:38Z,9,ArcticGalaxy14,50424480
2026-04-23T16:39:38Z,10,PossiblyLlama,49802481
2026-04-23T16:39:38Z,11,DiscoGuy86,49560201
2026-04-23T16:39:38Z,12,Mr_Suter,49406681
2026-04-23T16:39:38Z,13,Ilikecheesepuffs26,48606557
2026-04-23T16:39:38Z,14,PartyCorgi_70,47426469
2026-04-23T16:39:38Z,15,testbeeswS,47300946
2026-04-23T16:39:38Z,16,ArcticGalaxy149,47053182
2026-04-23T16:39:38Z,17,Odierulz01,47026360
2026-04-23T16:39:38Z,18,Panthers_1996,46543998
2026-04-23T16:39:38Z,19,ArcticGalaxy219,45831095
2026-04-23T16:39:38Z,20,AgentP_10928,45447779
2026-04-23T16:39:38Z,21,WhereIsPerry20,44387149
2026-04-23T16:39:38Z,22,ArcticGalaxy189,44379092
2026-04-23T16:39:38Z,23,ArcticGalaxy199,44289232
2026-04-23T16:39:38Z,24,Agentp_3928,43807589
2026-04-23T16:39:38Z,25,TealPlatypus777,43687159
2026-04-23T16:39:38Z,26,ArcticGalaxy179,43667073
2026-04-23T16:39:38Z,27,AgentP_1928,43489802
2026-04-23T16:39:38Z,28,EyeRockett,42784294
2026-04-23T16:39:38Z,29,dragonballx1412,42745728
2026-04-23T16:39:38Z,30,AgentP_2928,42555199
2026-04-23T16:39:38Z,31,Josep_xD2,42014551
2026-04-23T16:39:38Z,32,MrChicken66666,40653907
2026-04-23T16:39:38Z,33,ArcticGalaxy209,39088792
2026-04-23T16:39:38Z,34,AgentP_8928,38130356
2026-04-23T16:39:38Z,35,TealPlatypus757,38009336
2026-04-23T16:39:38Z,36,AgentP_4928,37715028
2026-04-23T16:39:38Z,37,TealPlatypus787,37265642
2026-04-23T16:39:38Z,38,ArcticGalaxy159,36939742
2026-04-23T16:39:38Z,39,TealPlatypus767,36187000
2026-04-23T16:39:38Z,40,Panthers_1995,28533825
2026-04-23T16:39:38Z,41,Pay2Lose0,28330665
2026-04-23T16:39:38Z,42,Pay2Lose02,27697470
2026-04-23T16:39:38Z,43,Bader2007hero,24472377
2026-04-23T16:39:38Z,44,EndOfAnEra007,24211272
2026-04-23T16:39:38Z,45,WhereIsPerry10,23910475
2026-04-23T16:39:38Z,46,FORTINITEEEORLABUBAG,23335938
2026-04-23T16:39:38Z,47,mybanana367,23194288
2026-04-23T16:39:38Z,48,Elsa1000_11,21967077
2026-04-23T16:39:38Z,49,Malmortius,21152765
2026-04-23T16:39:38Z,50,Sprintbooteralt,19904079
2026-04-23T16:39:38Z,51,Bol2is,17983825
2026-04-23T16:39:38Z,52,gbotgamer11,14525440
2026-04-23T16:39:38Z,53,Drator477,8512045
2026-04-23T16:39:38Z,54,viancia51911,7080009
2026-04-23T16:39:38Z,55,sebastjan35,6727369
2026-04-23T16:39:38Z,56,mybanana366,5893933
2026-04-23T16:39:38Z,57,Cinnamowopal,4505268
2026-04-23T16:39:38Z,58,corrosion_alt2,3357800
2026-04-23T16:39:38Z,59,mybananafarm1,3228465
2026-04-23T16:39:38Z,60,Warmogs,2495100
2026-04-23T16:39:38Z,61,mybananafarm2,2317388
2026-04-23T16:39:38Z,62,MemeePlays,2202472
2026-04-23T16:39:38Z,63,EpicRider6729,2145550
2026-04-23T16:39:38Z,64,joshuacd2006,1705731
2026-04-23T16:39:38Z,65,therealyojisopi1,1682925
2026-04-23T16:39:38Z,66,SupaAnTz,212583
2026-04-23T16:39:38Z,67,LawnMp3,30
2026-04-23T16:39:38Z,68,ThisMiyo,0
2026-04-23T16:39:38Z,69,Darwinaknox,0
2026-04-23T16:39:38Z,70,Darwinaknox2,0
2026-04-23T16:39:38Z,71,McPay2WinFace,0
2026-04-23T16:39:38Z,72,TheMostMiyo,0
2026-04-23T16:34:36Z,1,Bol1is,80427732
2026-04-23T16:34:36Z,2,Yume_Sakurax3,67331676
2026-04-23T16:34:36Z,3,johnr622,65636194
2026-04-23T16:34:36Z,4,Sprintbooter,60191393
2026-04-23T16:34:36Z,5,jupiter0477,54920023
2026-04-23T16:34:36Z,6,WhereIsPerry0,52748009
2026-04-23T16:34:36Z,7,TealPlatypus747,52262477
2026-04-23T16:34:36Z,8,ArcticGalaxy14,50424480
2026-04-23T16:34:36Z,9,Doobydoobydoo_bah,50405623
2026-04-23T16:34:36Z,10,PossiblyLlama,49802481
2026-04-23T16:34:36Z,11,DiscoGuy86,49505151
2026-04-23T16:34:36Z,12,Mr_Suter,49369631
2026-04-23T16:34:36Z,13,Ilikecheesepuffs26,48556057
2026-04-23T16:34:36Z,14,PartyCorgi_70,47376644
2026-04-23T16:34:36Z,15,testbeeswS,47280196
2026-04-23T16:34:36Z,16,ArcticGalaxy149,46999232
2026-04-23T16:34:36Z,17,Odierulz01,46981260
2026-04-23T16:34:36Z,18,Panthers_1996,46501073
2026-04-23T16:34:36Z,19,ArcticGalaxy219,45789570
2026-04-23T16:34:36Z,20,AgentP_10928,45394354
2026-04-23T16:34:36Z,21,WhereIsPerry20,44336049
2026-04-23T16:34:36Z,22,ArcticGalaxy189,44321167
2026-04-23T16:34:36Z,23,ArcticGalaxy199,44235407
2026-04-23T16:34:36Z,24,Agentp_3928,43763564
2026-04-23T16:34:36Z,25,TealPlatypus777,43640759
2026-04-23T16:34:36Z,26,ArcticGalaxy179,43615348
2026-04-23T16:34:36Z,27,AgentP_1928,43452277
2026-04-23T16:34:36Z,28,dragonballx1412,42745728
2026-04-23T16:34:36Z,29,EyeRockett,42705369
2026-04-23T16:34:36Z,30,AgentP_2928,42505524
2026-04-23T16:34:36Z,31,Josep_xD2,41946101
2026-04-23T16:34:36Z,32,MrChicken66666,40596607
2026-04-23T16:34:36Z,33,ArcticGalaxy209,39063492
2026-04-23T16:34:36Z,34,AgentP_8928,38091631
2026-04-23T16:34:36Z,35,TealPlatypus757,37972336
2026-04-23T16:34:36Z,36,AgentP_4928,37689303
2026-04-23T16:34:36Z,37,TealPlatypus787,37240867
2026-04-23T16:34:36Z,38,ArcticGalaxy159,36900392
2026-04-23T16:34:36Z,39,TealPlatypus767,36149975
2026-04-23T16:34:36Z,40,Panthers_1995,28459425
2026-04-23T16:34:36Z,41,Pay2Lose0,28290040
2026-04-23T16:34:36Z,42,Pay2Lose02,27651020
2026-04-23T16:34:36Z,43,Bader2007hero,24427752
2026-04-23T16:34:36Z,44,EndOfAnEra007,24186322
2026-04-23T16:34:36Z,45,WhereIsPerry10,23859875
2026-04-23T16:34:36Z,46,FORTINITEEEORLABUBAG,23270563
2026-04-23T16:34:36Z,47,mybanana367,23165063
2026-04-23T16:34:36Z,48,Elsa1000_11,21967077
2026-04-23T16:34:36Z,49,Malmortius,21132915
2026-04-23T16:34:36Z,50,Sprintbooteralt,19829154
2026-04-23T16:34:36Z,51,Bol2is,17913450
2026-04-23T16:34:36Z,52,gbotgamer11,14525440
2026-04-23T16:34:36Z,53,Drator477,8512045
2026-04-23T16:34:36Z,54,viancia51911,7080009
2026-04-23T16:34:36Z,55,sebastjan35,6727369
2026-04-23T16:34:36Z,56,mybanana366,5893933
2026-04-23T16:34:36Z,57,Cinnamowopal,4481818
2026-04-23T16:34:36Z,58,corrosion_alt2,3357800
2026-04-23T16:34:36Z,59,mybananafarm1,3228465
2026-04-23T16:34:36Z,60,Warmogs,2495100
2026-04-23T16:34:36Z,61,mybananafarm2,2317388
2026-04-23T16:34:36Z,62,MemeePlays,2171947
2026-04-23T16:34:36Z,63,EpicRider6729,2145550
2026-04-23T16:34:36Z,64,joshuacd2006,1671681
2026-04-23T16:34:36Z,65,therealyojisopi1,1665150
2026-04-23T16:34:36Z,66,SupaAnTz,212583
2026-04-23T16:34:36Z,67,LawnMp3,30
2026-04-23T16:34:36Z,68,ThisMiyo,0
2026-04-23T16:34:36Z,69,Darwinaknox,0
2026-04-23T16:34:36Z,70,Darwinaknox2,0
2026-04-23T16:34:36Z,71,McPay2WinFace,0
2026-04-23T16:34:36Z,72,TheMostMiyo,0
2026-04-23T16:29:37Z,1,Bol1is,80346882
2026-04-23T16:29:37Z,2,Yume_Sakurax3,67269351
2026-04-23T16:29:37Z,3,johnr622,65598994
2026-04-23T16:29:37Z,4,Sprintbooter,60132068
2026-04-23T16:29:37Z,5,jupiter0477,54872723
2026-04-23T16:29:37Z,6,WhereIsPerry0,52703059
2026-04-23T16:29:37Z,7,TealPlatypus747,52200302
2026-04-23T16:29:37Z,8,ArcticGalaxy14,50398955
2026-04-23T16:29:37Z,9,Doobydoobydoo_bah,50350123
2026-04-23T16:29:37Z,10,PossiblyLlama,49802481
2026-04-23T16:29:37Z,11,DiscoGuy86,49456601
2026-04-23T16:29:37Z,12,Mr_Suter,49335581
2026-04-23T16:29:37Z,13,Ilikecheesepuffs26,48508282
2026-04-23T16:29:37Z,14,PartyCorgi_70,47330494
2026-04-23T16:29:37Z,15,testbeeswS,47250346
2026-04-23T16:29:37Z,16,ArcticGalaxy149,46952007
2026-04-23T16:29:37Z,17,Odierulz01,46941585
2026-04-23T16:29:37Z,18,Panthers_1996,46459723
2026-04-23T16:29:37Z,19,ArcticGalaxy219,45751970
2026-04-23T16:29:37Z,20,AgentP_10928,45343754
2026-04-23T16:29:37Z,21,ArcticGalaxy189,44269342
2026-04-23T16:29:37Z,22,WhereIsPerry20,44262749
2026-04-23T16:29:37Z,23,ArcticGalaxy199,44190907
2026-04-23T16:29:37Z,24,Agentp_3928,43730989
2026-04-23T16:29:37Z,25,TealPlatypus777,43609534
2026-04-23T16:29:37Z,26,ArcticGalaxy179,43575698
2026-04-23T16:29:37Z,27,AgentP_1928,43404927
2026-04-23T16:29:37Z,28,dragonballx1412,42745728
2026-04-23T16:29:37Z,29,EyeRockett,42646144
2026-04-23T16:29:37Z,30,AgentP_2928,42464399
2026-04-23T16:29:37Z,31,Josep_xD2,41912101
2026-04-23T16:29:37Z,32,MrChicken66666,40519732
2026-04-23T16:29:37Z,33,ArcticGalaxy209,39043417
2026-04-23T16:29:37Z,34,AgentP_8928,38052706
2026-04-23T16:29:37Z,35,TealPlatypus757,37940386
2026-04-23T16:29:37Z,36,AgentP_4928,37668803
2026-04-23T16:29:37Z,37,TealPlatypus787,37211867
2026-04-23T16:29:37Z,38,ArcticGalaxy159,36866142
2026-04-23T16:29:37Z,39,TealPlatypus767,36128300
2026-04-23T16:29:37Z,40,Panthers_1995,28414600
2026-04-23T16:29:37Z,41,Pay2Lose0,28244190
2026-04-23T16:29:37Z,42,Pay2Lose02,27607645
2026-04-23T16:29:37Z,43,Bader2007hero,24392727
2026-04-23T16:29:37Z,44,EndOfAnEra007,24152022
2026-04-23T16:29:37Z,45,WhereIsPerry10,23818225
2026-04-23T16:29:37Z,46,FORTINITEEEORLABUBAG,23198438
2026-04-23T16:29:37Z,47,mybanana367,23130538
2026-04-23T16:29:37Z,48,Elsa1000_11,21967077
2026-04-23T16:29:37Z,49,Malmortius,21100315
2026-04-23T16:29:37Z,50,Sprintbooteralt,19784154
2026-04-23T16:29:37Z,51,Bol2is,17864575
2026-04-23T16:29:37Z,52,gbotgamer11,14525440
2026-04-23T16:29:37Z,53,Drator477,8512045
2026-04-23T16:29:37Z,54,viancia51911,7080009
2026-04-23T16:29:37Z,55,sebastjan35,6727369
2026-04-23T16:29:37Z,56,mybanana366,5893933
2026-04-23T16:29:37Z,57,Cinnamowopal,4440443
2026-04-23T16:29:37Z,58,corrosion_alt2,3357800
2026-04-23T16:29:37Z,59,mybananafarm1,3228465
2026-04-23T16:29:37Z,60,Warmogs,2495100
2026-04-23T16:29:37Z,61,mybananafarm2,2317388
2026-04-23T16:29:37Z,62,MemeePlays,2148272
2026-04-23T16:29:37Z,63,EpicRider6729,2145550
2026-04-23T16:29:37Z,64,therealyojisopi1,1650350
2026-04-23T16:29:37Z,65,joshuacd2006,1646356
2026-04-23T16:29:37Z,66,SupaAnTz,212583
2026-04-23T16:29:37Z,67,LawnMp3,30
2026-04-23T16:29:37Z,68,ThisMiyo,0
2026-04-23T16:29:37Z,69,Darwinaknox,0
2026-04-23T16:29:37Z,70,Darwinaknox2,0
2026-04-23T16:29:37Z,71,McPay2WinFace,0
2026-04-23T16:29:37Z,72,TheMostMiyo,0
2026-04-23T16:24:38Z,1,Bol1is,80277307
2026-04-23T16:24:38Z,2,Yume_Sakurax3,67221501
2026-04-23T16:24:38Z,3,johnr622,65554294
2026-04-23T16:24:38Z,4,Sprintbooter,60081568
2026-04-23T16:24:38Z,5,jupiter0477,54826373
2026-04-23T16:24:38Z,6,WhereIsPerry0,52655134
2026-04-23T16:24:38Z,7,TealPlatypus747,52162902
2026-04-23T16:24:38Z,8,ArcticGalaxy14,50346880
2026-04-23T16:24:38Z,9,Doobydoobydoo_bah,50287348
2026-04-23T16:24:38Z,10,PossiblyLlama,49802481
2026-04-23T16:24:38Z,11,DiscoGuy86,49396951
2026-04-23T16:24:38Z,12,Mr_Suter,49273681
2026-04-23T16:24:38Z,13,Ilikecheesepuffs26,48469882
2026-04-23T16:24:38Z,14,PartyCorgi_70,47289169
2026-04-23T16:24:38Z,15,testbeeswS,47214146
2026-04-23T16:24:38Z,16,Odierulz01,46900585
2026-04-23T16:24:38Z,17,ArcticGalaxy149,46897457
2026-04-23T16:24:38Z,18,Panthers_1996,46403748
2026-04-23T16:24:38Z,19,ArcticGalaxy219,45712395
2026-04-23T16:24:38Z,20,AgentP_10928,45303729
2026-04-23T16:24:38Z,21,ArcticGalaxy189,44232292
2026-04-23T16:24:38Z,22,WhereIsPerry20,44216199
2026-04-23T16:24:38Z,23,ArcticGalaxy199,44151082
2026-04-23T16:24:38Z,24,Agentp_3928,43669964
2026-04-23T16:24:38Z,25,TealPlatypus777,43563759
2026-04-23T16:24:38Z,26,ArcticGalaxy179,43535848
2026-04-23T16:24:38Z,27,AgentP_1928,43356577
2026-04-23T16:24:38Z,28,dragonballx1412,42745728
2026-04-23T16:24:38Z,29,EyeRockett,42557894
2026-04-23T16:24:38Z,30,AgentP_2928,42431399
2026-04-23T16:24:38Z,31,Josep_xD2,41857551
2026-04-23T16:24:38Z,32,MrChicken66666,40465582
2026-04-23T16:24:38Z,33,ArcticGalaxy209,39013517
2026-04-23T16:24:38Z,34,AgentP_8928,38012306
2026-04-23T16:24:38Z,35,TealPlatypus757,37903511
2026-04-23T16:24:38Z,36,AgentP_4928,37641578
2026-04-23T16:24:38Z,37,TealPlatypus787,37191192
2026-04-23T16:24:38Z,38,ArcticGalaxy159,36835467
2026-04-23T16:24:38Z,39,TealPlatypus767,36108750
2026-04-23T16:24:38Z,40,Panthers_1995,28363950
2026-04-23T16:24:38Z,41,Pay2Lose0,28194315
2026-04-23T16:24:38Z,42,Pay2Lose02,27566870
2026-04-23T16:24:38Z,43,Bader2007hero,24357502
2026-04-23T16:24:38Z,44,EndOfAnEra007,24128297
2026-04-23T16:24:38Z,45,WhereIsPerry10,23780200
2026-04-23T16:24:38Z,46,FORTINITEEEORLABUBAG,23135163
2026-04-23T16:24:38Z,47,mybanana367,23102613
2026-04-23T16:24:38Z,48,Elsa1000_11,21967077
2026-04-23T16:24:38Z,49,Malmortius,21081890
2026-04-23T16:24:38Z,50,Sprintbooteralt,19733679
2026-04-23T16:24:38Z,51,Bol2is,17811100
2026-04-23T16:24:38Z,52,gbotgamer11,14525440
2026-04-23T16:24:38Z,53,Drator477,8512045
2026-04-23T16:24:38Z,54,viancia51911,7080009
2026-04-23T16:24:38Z,55,sebastjan35,6727369
2026-04-23T16:24:38Z,56,mybanana366,5893933
2026-04-23T16:24:38Z,57,Cinnamowopal,4419068
2026-04-23T16:24:38Z,58,corrosion_alt2,3357800
2026-04-23T16:24:38Z,59,mybananafarm1,3228465
2026-04-23T16:24:38Z,60,Warmogs,2495100
2026-04-23T16:24:38Z,61,mybananafarm2,2317388
2026-04-23T16:24:38Z,62,EpicRider6729,2145550
2026-04-23T16:24:38Z,63,MemeePlays,2113072
2026-04-23T16:24:38Z,64,therealyojisopi1,1640050
2026-04-23T16:24:38Z,65,joshuacd2006,1605706
2026-04-23T16:24:38Z,66,SupaAnTz,212583
2026-04-23T16:24:38Z,67,LawnMp3,30
2026-04-23T16:24:38Z,68,ThisMiyo,0
2026-04-23T16:24:38Z,69,Darwinaknox,0
2026-04-23T16:24:38Z,70,Darwinaknox2,0
2026-04-23T16:24:38Z,71,McPay2WinFace,0
2026-04-23T16:24:38Z,72,TheMostMiyo,0
2026-04-23T16:19:36Z,1,Bol1is,80187657
2026-04-23T16:19:36Z,2,Yume_Sakurax3,67152426
2026-04-23T16:19:36Z,3,johnr622,65508244
2026-04-23T16:19:36Z,4,Sprintbooter,60021118
2026-04-23T16:19:36Z,5,jupiter0477,54778198
2026-04-23T16:19:36Z,6,WhereIsPerry0,52611584
2026-04-23T16:19:36Z,7,TealPlatypus747,52111052
2026-04-23T16:19:36Z,8,ArcticGalaxy14,50291205
2026-04-23T16:19:36Z,9,Doobydoobydoo_bah,50240948
2026-04-23T16:19:36Z,10,PossiblyLlama,49802481
2026-04-23T16:19:36Z,11,DiscoGuy86,49357526
2026-04-23T16:19:36Z,12,Mr_Suter,49222056
2026-04-23T16:19:36Z,13,Ilikecheesepuffs26,48385332
2026-04-23T16:19:36Z,14,PartyCorgi_70,47245219
2026-04-23T16:19:36Z,15,testbeeswS,47174146
2026-04-23T16:19:36Z,16,ArcticGalaxy149,46857132
2026-04-23T16:19:36Z,17,Odierulz01,46855185
2026-04-23T16:19:36Z,18,Panthers_1996,46343898
2026-04-23T16:19:36Z,19,ArcticGalaxy219,45663770
2026-04-23T16:19:36Z,20,AgentP_10928,45255554
2026-04-23T16:19:36Z,21,ArcticGalaxy189,44178967
2026-04-23T16:19:36Z,22,WhereIsPerry20,44168149
2026-04-23T16:19:36Z,23,ArcticGalaxy199,44104982
2026-04-23T16:19:36Z,24,Agentp_3928,43623714
2026-04-23T16:19:36Z,25,TealPlatypus777,43523934
2026-04-23T16:19:36Z,26,ArcticGalaxy179,43486923
2026-04-23T16:19:36Z,27,AgentP_1928,43314302
2026-04-23T16:19:36Z,28,dragonballx1412,42745728
2026-04-23T16:19:36Z,29,EyeRockett,42495844
2026-04-23T16:19:36Z,30,AgentP_2928,42380124
2026-04-23T16:19:36Z,31,Josep_xD2,41802826
2026-04-23T16:19:36Z,32,MrChicken66666,40411907
2026-04-23T16:19:36Z,33,ArcticGalaxy209,38976692
2026-04-23T16:19:36Z,34,AgentP_8928,37962156
2026-04-23T16:19:36Z,35,TealPlatypus757,37867111
2026-04-23T16:19:36Z,36,AgentP_4928,37614503
2026-04-23T16:19:36Z,37,TealPlatypus787,37165067
2026-04-23T16:19:36Z,38,ArcticGalaxy159,36795867
2026-04-23T16:19:36Z,39,TealPlatypus767,36085500
2026-04-23T16:19:36Z,40,Panthers_1995,28305925
2026-04-23T16:19:36Z,41,Pay2Lose0,28154740
2026-04-23T16:19:36Z,42,Pay2Lose02,27513720
2026-04-23T16:19:36Z,43,Bader2007hero,24323352
2026-04-23T16:19:36Z,44,EndOfAnEra007,24096297
2026-04-23T16:19:36Z,45,WhereIsPerry10,23723850
2026-04-23T16:19:36Z,46,FORTINITEEEORLABUBAG,23061288
2026-04-23T16:19:36Z,47,mybanana367,23060688
2026-04-23T16:19:36Z,48,Elsa1000_11,21967077
2026-04-23T16:19:36Z,49,Malmortius,21061990
2026-04-23T16:19:36Z,50,Sprintbooteralt,19668529
2026-04-23T16:19:36Z,51,Bol2is,17742600
2026-04-23T16:19:36Z,52,gbotgamer11,14525440
2026-04-23T16:19:36Z,53,Drator477,8512045
2026-04-23T16:19:36Z,54,viancia51911,7080009
2026-04-23T16:19:36Z,55,sebastjan35,6727369
2026-04-23T16:19:36Z,56,mybanana366,5893933
2026-04-23T16:19:36Z,57,Cinnamowopal,4389943
2026-04-23T16:19:36Z,58,corrosion_alt2,3357800
2026-04-23T16:19:36Z,59,mybananafarm1,3228465
2026-04-23T16:19:36Z,60,Warmogs,2495100
2026-04-23T16:19:36Z,61,mybananafarm2,2317388
2026-04-23T16:19:36Z,62,EpicRider6729,2145550
2026-04-23T16:19:36Z,63,MemeePlays,2079072
2026-04-23T16:19:36Z,64,therealyojisopi1,1628025
2026-04-23T16:19:36Z,65,joshuacd2006,1580131
2026-04-23T16:19:36Z,66,SupaAnTz,212583
2026-04-23T16:19:36Z,67,LawnMp3,30
2026-04-23T16:19:36Z,68,ThisMiyo,0
2026-04-23T16:19:36Z,69,Darwinaknox,0
2026-04-23T16:19:36Z,70,Darwinaknox2,0
2026-04-23T16:19:36Z,71,McPay2WinFace,0
2026-04-23T16:19:36Z,72,TheMostMiyo,0
2026-04-23T16:14:37Z,1,Bol1is,80124132
2026-04-23T16:14:37Z,2,Yume_Sakurax3,67105026
2026-04-23T16:14:37Z,3,johnr622,65467794
2026-04-23T16:14:37Z,4,Sprintbooter,59968068
2026-04-23T16:14:37Z,5,jupiter0477,54725048
2026-04-23T16:14:37Z,6,WhereIsPerry0,52565559
2026-04-23T16:14:37Z,7,TealPlatypus747,52068202
2026-04-23T16:14:37Z,8,ArcticGalaxy14,50234955
2026-04-23T16:14:37Z,9,Doobydoobydoo_bah,50192048
2026-04-23T16:14:37Z,10,PossiblyLlama,49802481
2026-04-23T16:14:37Z,11,DiscoGuy86,49304001
2026-04-23T16:14:37Z,12,Mr_Suter,49186706
2026-04-23T16:14:37Z,13,Ilikecheesepuffs26,48350407
2026-04-23T16:14:37Z,14,PartyCorgi_70,47207094
2026-04-23T16:14:37Z,15,testbeeswS,47136146
2026-04-23T16:14:37Z,16,ArcticGalaxy149,46818957
2026-04-23T16:14:37Z,17,Odierulz01,46817010
2026-04-23T16:14:37Z,18,Panthers_1996,46306698
2026-04-23T16:14:37Z,19,ArcticGalaxy219,45619120
2026-04-23T16:14:37Z,20,AgentP_10928,45206304
2026-04-23T16:14:37Z,21,ArcticGalaxy189,44130417
2026-04-23T16:14:37Z,22,WhereIsPerry20,44119374
2026-04-23T16:14:37Z,23,ArcticGalaxy199,44062307
2026-04-23T16:14:37Z,24,Agentp_3928,43582414
2026-04-23T16:14:37Z,25,TealPlatypus777,43482934
2026-04-23T16:14:37Z,26,ArcticGalaxy179,43451198
2026-04-23T16:14:37Z,27,AgentP_1928,43283752
2026-04-23T16:14:37Z,28,dragonballx1412,42745728
2026-04-23T16:14:37Z,29,EyeRockett,42440044
2026-04-23T16:14:37Z,30,AgentP_2928,42338249
2026-04-23T16:14:37Z,31,Josep_xD2,41763976
2026-04-23T16:14:37Z,32,MrChicken66666,40359582
2026-04-23T16:14:37Z,33,ArcticGalaxy209,38956017
2026-04-23T16:14:37Z,34,AgentP_8928,37914706
2026-04-23T16:14:37Z,35,TealPlatypus757,37831486
2026-04-23T16:14:37Z,36,AgentP_4928,37589678
2026-04-23T16:14:37Z,37,TealPlatypus787,37139967
2026-04-23T16:14:37Z,38,ArcticGalaxy159,36761717
2026-04-23T16:14:37Z,39,TealPlatypus767,36065775
2026-04-23T16:14:37Z,40,Panthers_1995,28254925
2026-04-23T16:14:37Z,41,Pay2Lose0,28112065
2026-04-23T16:14:37Z,42,Pay2Lose02,27479145
2026-04-23T16:14:37Z,43,Bader2007hero,24281602
2026-04-23T16:14:37Z,44,EndOfAnEra007,24060647
2026-04-23T16:14:37Z,45,WhereIsPerry10,23688125
2026-04-23T16:14:37Z,46,mybanana367,23023938
2026-04-23T16:14:37Z,47,FORTINITEEEORLABUBAG,23004463
2026-04-23T16:14:37Z,48,Elsa1000_11,21967077
2026-04-23T16:14:37Z,49,Malmortius,21043790
2026-04-23T16:14:37Z,50,Sprintbooteralt,19615004
2026-04-23T16:14:37Z,51,Bol2is,17674075
2026-04-23T16:14:37Z,52,gbotgamer11,14525440
2026-04-23T16:14:37Z,53,Drator477,8512045
2026-04-23T16:14:37Z,54,viancia51911,7080009
